t_s,L_tau_ref,R_tau_ref,L_tau_pfimu,R_tau_pfimu
105.1113,-2.334371025510654,0.2678211752786231,-2.0306496620178223,0.3624963164329529
105.1213,-2.1004330065219716,0.3154036812684189,-1.8854970932006836,0.34567180275917053
105.1313,-1.9230571333064297,0.35667310456390344,-1.7629188299179077,0.38852939009666443
105.1413,-1.3873831553846028,0.3587947991142676,-1.363700270652771,0.3908984363079071
105.1514,-1.1070724723604428,0.27136289693322935,-1.196390151977539,0.30733323097229004
105.1613,-0.79609262735722,0.16607097273168606,-0.9073566794395447,0.19511018693447113
105.1713,-0.855762830099306,0.13630149738312392,-0.9704824090003967,0.17304067313671112
105.1838,-0.6146582380790493,0.1494061883828225,-0.69450443983078,0.18390801548957825
105.1938,-0.4158243511911497,0.13470453085477974,-0.4482516646385193,0.16577401757240295
105.2038,-0.015161006181520165,0.1453956438954019,-0.035672593861818314,0.1777108609676361
105.2138,-0.05045624465510978,0.1461658557276686,-0.09822791069746017,0.16421520709991455
105.2238,0.07242381106016216,0.18870576578704956,-0.0074622067622840405,0.1961865872144699
105.235,0.16945152300917288,0.22155961523231804,0.08015910536050797,0.23563319444656372
105.245,0.11596673200028229,0.2523235683901986,0.04793030768632889,0.2639967203140259
105.255,0.15761274078891507,0.2742300230293391,0.12283871322870255,0.27815011143684387
105.265,0.15405741746024668,0.26614139197403563,0.13444526493549347,0.262676477432251
105.275,3.683864675994238,0.23213911093568387,3.570880889892578,0.23210453987121582
105.2875,-0.2579488351795997,0.22265609859538565,-0.2758670151233673,0.20906491577625275
105.2975,-0.31874583265283724,0.2916611668681127,-0.3028404414653778,0.26614081859588623
105.3075,-0.35466680326109823,0.301934897179557,-0.3054666519165039,0.2773285508155823
105.3175,-0.32873978574024176,0.42114919692322866,-0.2858758568763733,0.3931461572647095
105.3275,-0.3108454912464084,0.5311008425483317,-0.2668800950050354,0.5008108019828796
105.3375,2.5379115051574015,0.3186542368515825,2.1842188835144043,0.2989763617515564
105.3475,1.8997777777545388,0.2344635496845276,1.371925711631775,0.21471095085144043
105.3575,1.3084448221711433,0.22480769796571737,0.7758595943450928,0.19770745933055878
105.3675,0.5219093135851341,0.27829372667377006,0.2565205693244934,0.25658831000328064
105.3775,0.9182371647235763,0.28170162423480805,0.44979527592658997,0.301764577627182
105.3899,0.8119554644644618,0.29585438433057015,0.2211916297674179,0.3213554620742798
105.3999,0.7440577443558977,0.31316108535384035,0.47593608498573303,0.3491491377353668
105.4099,0.6405960376020353,0.3169402627178841,0.3453156650066376,0.36053141951560974
105.4199,0.3002055715998609,0.2396371762833835,0.14709676802158356,0.29329735040664673
105.4299,0.30924734757935385,0.24818513923303082,0.12360026687383652,0.3287692666053772
105.4399,0.2541534785732913,0.25604262313871823,0.0770924910902977,0.32467782497406006
105.4499,0.2424203964261623,-3.883622724319445,0.06077435240149498,0.06859767436981201
105.4599,0.25387191597623804,0.667071570063921,0.06709793210029602,0.09589812159538269
105.4699,0.2829672580387252,0.760880546636209,0.09645237028598785,0.1152498796582222
105.4799,0.25127281786555655,0.7557595163116956,0.07958761602640152,0.13477379083633423
105.4922,0.25714586592324484,0.692298688725442,0.06200023368000984,0.08431927114725113
