t_s,L_tau_ref,R_tau_ref,L_tau_pfimu,R_tau_pfimu
93.3648,0.385290512832734,0.7221630287730125,0.11623033881187439,-2.7319276332855225
93.3748,0.44353123943597106,3.5473636221294633,0.16669557988643646,-2.4083452224731445
93.3871,0.48156764724191603,-1.3811246224250397,0.22287717461585999,-2.0068018436431885
93.3971,0.4949109649078769,-1.1639496857725469,0.2746705412864685,-1.4665873050689697
93.4071,0.4538458102803771,-0.9637915964621696,0.3094598352909088,-0.8881819248199463
93.4171,0.4135611312736261,-0.8100024678599944,0.3279198706150055,-0.384206086397171
93.4271,0.36758256279905965,-0.7217609314717635,0.3080637454986572,-0.030099017545580864
93.4372,0.32868663455695,-0.635428891440801,0.282015860080719,0.23721402883529663
93.4472,0.2964107978719776,-0.5646497029049349,0.2575034499168396,0.3754482865333557
93.4572,0.2923886725716537,-0.5171766298053957,0.22517040371894836,0.41337963938713074
93.4672,0.29539108404157055,-0.4660414152343069,0.19965967535972595,6.091751575469971
93.4772,0.3208003804884513,-0.43792629112489906,0.19129124283790588,-0.5593145489692688
93.4896,0.33786928693987806,-0.42505264478376314,0.19045917689800262,-0.5419909358024597
93.4996,0.364540957855361,-0.41305644523915597,0.24022118747234344,-0.525581419467926
93.5096,0.39600967633187933,-0.39999102416970816,0.24586652219295502,-0.51803058385849
93.5196,0.4278699343539458,-0.40729713361081676,0.2811439633369446,-0.5055610537528992
93.5296,0.4480164516954888,-0.4463307613672678,0.3029486835002899,-0.49006712436676025
93.5396,0.45572187549435655,1.9834728326130269,0.35662543773651123,-0.4951014816761017
93.5496,0.4651334769475802,-0.20385651777170444,0.37613409757614136,-0.5342219471931458
93.5596,0.46341605121325885,0.6877466456514663,0.41838014125823975,3.1385586261749268
93.5696,0.4566222050794653,0.18145321452900698,0.43923449516296387,0.2775718569755554
93.5796,0.4554934554385081,0.0,0.44595587253570557,1.5942051410675049
93.592,0.43870612971559436,0.0,0.43880388140678406,0.39204585552215576
93.602,0.4218427311678103,0.0,0.43946096301078796,0.6281494498252869
93.612,0.4211533815351961,0.0,0.42258116602897644,0.21858090162277222
93.622,0.42871049042603454,0.0,0.3938048183917999,0.08664367347955704
93.632,0.42076893857897485,0.0,0.39133554697036743,0.0
93.642,0.4289977864852681,0.0,0.3931257426738739,0.0
93.652,0.4476850276150284,0.0,0.4049856662750244,0.0
93.662,0.41514102351338655,0.0,0.41142532229423523,0.0
93.672,0.3394815375819321,0.0,0.4396320879459381,0.0
93.6821,0.39246051817767114,0.0,0.392358660697937,0.0
93.6947,0.456943861266507,0.0,0.3127846121788025,0.0
93.7047,0.5515355548063093,0.0,0.3620173931121826,0.0
93.7147,0.7469253203807878,0.0,0.445327490568161,0.0
93.7247,-5.772575782548358,0.0,0.5337257981300354,0.0
93.7347,-1.4035106912647983,0.0,0.7196714282035828,0.0
